Code HS6,Label HS6
030495,"Chair, même hachée, de poissons des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae, congelée (à l'excl. des filets et lieus de l’Alaska [Theragra chalcogramma])"
030496,"Chair, même hachée, de squales, congelée"
030497,"Chair, même hachée, de raies «Rajidae», congelée"
030499,"Chair de poissons, n.d.a., congelée (à l'excl. des filets)"
0305,"Poissons comestibles, séchés, salés ou en saumure; poissons comestibles, fumés, même cuits avant ou pendant le fumage"
030520,"Foies, œufs et laitances de poissons, séchés, fumés, salés ou en saumure"
030531,"Filets de tilapias «Oreochromis spp.», de siluridés «Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.», de carpes «Cyprinus spp.,Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.», d’anguilles «Anguilla spp.», de perches du Nil «Lates niloticus» et de poissons tête de serpent «Channa spp.», séchés, salés ou en saumure, mais non fumés"
030532,"Filets de poissons des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae, séchés, salés ou en saumure, mais non fumés"
030539,"Filets de poissons, séchés, salés ou en saumure, mais non fumés (à l'excl. des tilapias, siluridés, carpes, anguilles, perches du Nil, poissons tête de serpent et poissons des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae)"
030541,"Saumons du Pacifique [Oncorynchus nerka, Oncorynchus gorbuscha, Oncorynchus keta, Oncorynchus tschawyitscha, Oncorynchus kisutch, Oncorynchus masou et Oncorynchus rhodurus], saumons de l’Atlantique [Salmo salar] et saumons du Danube [Hucho hucho], fumés, y.c. les filets (à l'excl. des abats)"
030542,"Harengs [Clupea harengus, Clupea pallasii], fumés, y.c. les filets (à l'excl. des abats)"
030543,"Truites [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache et Oncorhynchus chrysogaster], fumées, y.c. les filets (à l'excl. des abats)"
030544,"Tilapias «Oreochromis spp.», siluridés «Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.», carpes «Cyprinus spp.,Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.», anguilles «Anguilla spp.», perches du Nil «Lates niloticus» et poissons tête de serpent «Channa spp.», fumés, y compris les filets (à l’exclusion des abats)"
030549,"Poissons fumés, y.c. les filets (à l'excl. des abats, saumons du Pacifique, de l’Atlantique et du Danube, harengs, truites, tilapias, siluridés, carpes, anguilles, perches du Nil et poissons tête de serpent)"
030551,"Morues [Gadus morhua, Gadus ogac, Gadus macrocephalus], séchées, même salées, mais non fumées (à l'excl. des filets et abats)"
030552,"Tilapias «Oreochromis spp.», siluridés «Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.», carpes «Cyprinus spp.,Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.», anguilles «Anguilla spp.», perches du Nil «Lates niloticus» et poissons tête de serpent «Channa spp.», séchés, même salés, mais non fumés (à l’exclusion des filets et abats)"
030553,"Poissons des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae, séchés, même salés, mais non fumés (à l’exclusion des filets et hors morues «Gadus morhua, Gadus ogac, Gadus macrocephalus»)"
030554,"Harengs «Clupea harengus, Clupea pallasii», anchois «Engraulis spp.», sardines «Sardina pilchardus, Sardinops spp.», sardinelles «Sardinella spp.», sprats ou esprots «Sprattus sprattus», maquereaux «Scomber scombrus, Scomber australasicus, Scomber japonicus», maquereaux indo-pacifiques «Rastrelliger spp.», thazards «Scomberomorus spp.», chinchards «Trachurus spp.», carangues «Caranx spp.», mafous «Rachycentron canadum», castagnoles argentées «Pampus spp.», balaous du Pacifique «Cololabis saira», comètes «Decapterus spp.», capelans «Mallotus villosus», espadons «Xiphias gladius», thonines orientales «Euthynnus affinis», bonites «Sarda spp.», makaires, marlins et voiliers «Istiophoridae», séchés, même salés, mais non fumés (à l’exclusion des filets et abats)"
030559,"Poissons séchés n.d.a., même salés, mais non fumés (à l’exclusion des filets et abats)"
030561,"Harengs [Clupea harengus, Clupea pallasii], uniquement salés ou en saumure (à l'excl. des filets et abats)"
030562,"Morues [Gadus morhua, Gadus ogac, Gadus macrocephalus], uniquement salées ou en saumure (à l'excl. des filets et abats)"
030563,"Anchois [Engraulis spp.], uniquement salés ou en saumure (à l'excl. des filets et abats)"
030564,"Tilapias «Oreochromis spp.», siluridés «Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.», carpes «Cyprinus spp.,Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.», anguilles «Anguilla spp.», perches du Nil «Lates niloticus» et poissons tête de serpent «Channa spp.», uniquement salés ou en saumure (à l’exclusion des filets et abats)"
030569,"Poissons, uniquement salés ou en saumure (à l'excl. des filets, abats, harengs, morues, anchois, tilapias, siluridés, carpes, anguilles, perches du Nil et poissons tête de serpent)"
030571,"Ailerons de requins, fumés, séchés, salés ou en saumure"
030572,"Têtes, queues et vessies natatoires de poissons, fumées, séchées, salées ou en saumure"
030579,"Nageoires de poissons et autres abats de poissons comestibles, fumés, séchés, salés ou en saumure (à l'excl. des têtes, queues, vessies natatoires et ailerons de requins)"
0306,"Crustacés, même décortiqués, vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure, même fumés, y compris les crustacés non décortiqués cuits à l’eau ou à la vapeur"
030611,"Langoustes «Palinurus spp., Panulirus spp., Jasus spp», même fumées, même décortiquées, congelées, y compris les langoustes non décortiquées, cuites à l’eau ou à la vapeur"
030612,"Homards «Homarus spp.», même fumés, même décortiqués, congelés, y compris les homards non décortiqués, cuits à l’eau ou à la vapeur"
030614,"Crabes, même fumés, même décortiqués, congelés, y compris les crabes non décortiqués, cuits à l’eau ou à la vapeur"
030615,"Langoustines «Nephrops norvegicus», même fumées, même décortiquées, congelées, y compris les langoustines non décortiquées, cuites à l’eau ou à la vapeur"
030616,"Crevettes d’eau froide «Pandalus spp., Crangon crangon», même fumées, même décortiquées, congelées, y compris les crevettes non décortiquées, cuites à l’eau ou à la vapeur"
030617,"Crevettes, même fumées, même décortiquées, congelées, y compris les crevettes non décortiquées, cuites à l’eau ou à la vapeur (à l’exclusion des crevettes d’eau froide)"
030619,"Crustacés, même fumés, propres à l’alimentation humaine, même décortiqués, congelés, y compris les crustacés non décortiqués préalablement cuits à l’eau ou à la vapeur (à l’exclusion des langoustes, homards, crabes, langoustines et crevettes)"
030631,"Langoustes «Palinurus spp., Panulirus spp., Jasus spp.», même décortiquées, vivantes, fraîches ou réfrigérées"
030632,"Homards «Homarus spp.», même décortiqués, vivants, frais ou réfrigérés"
030633,"Crabes, même décortiqués, vivants, frais ou réfrigérés"
030634,"Langoustines «Nephrops norvegicus», même décortiquées, vivantes, fraîches ou réfrigérées"
030635,"Crevettes d’eau froide «Pandalus spp., Crangon crangon», même décortiquées, vivantes, fraîches ou réfrigérées"
030636,"Crevettes, même décortiquées, vivantes, fraîches ou réfrigérées (à l’exclusion des crevettes d’eau froide «Pandalus spp., Crangon crangon»)"
030639,"Crustacés, propres à la consommation humaine, même décortiqués, vivants, frais ou réfrigérés (à l’exclusion des langoustes, homards, crabes, langoustines et crevettes)"
030691,"Langoustes «Palinurus spp., Panulirus spp., Jasus spp.», même décortiquées, séchées, salées, fumées ou en saumure, y compris les langoustes non décortiquées, cuites à l’eau ou à la vapeur"
030692,"Homards «Homarus spp.», même décortiqués, séchés, salés, fumés ou en saumure, y compris les homards non décortiqués, cuits à l’eau ou à la vapeur"
030693,"Crabes, même décortiqués, séchés, salés, fumés ou en saumure, y compris les crabes non décortiqués, cuits à l’eau ou à la vapeur"
030694,"Langoustines «Nephrops norvegicus», même décortiquées, séchées, salées, fumées ou en saumure, y compris les langoustines non décortiquées, cuites à l’eau ou à la vapeur"
030695,"Crevettes, même décortiquées, séchées, salées, fumées ou en saumure, y compris les crevettes non décortiquées, cuites à l’eau ou à la vapeur"
030699,"Crustacés, propres à la consommation humaine, même décortiqués, séchés, salés, fumés ou en saumure, y compris les crustacés non décortiqués, cuits à l’eau ou à la vapeur (à l’exclusion des langoustes, homards, crabes, langoustines et crevettes)"
0307,"Mollusques, propres à la consommation humaine, même fumés, même séparés de leur coquille, vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure"
030711,"Huîtres, même non séparées de leur coquille, vivantes, fraîches ou réfrigérées"
030712,"Huîtres, même non séparées de leur coquille, congelées"
030719,"Huîtres, même non séparées de leur coquille, fumées, séchées, salées ou en saumure"
030721,"Coquilles Saint-Jacques et autres mollusques de la famille Pectinidae, même non séparés de leur coquille, vivants, frais ou réfrigérés"
030722,"Coquilles Saint-Jacques et autres mollusques de la famille Pectinidae, même non séparés de leur coquille, congelés"
030729,"Coquilles Saint-Jacques et autres mollusques de la famille Pectinidae, même non séparés de leur coquille, fumés, séchés, salés ou en saumure"
030731,"Moules [Mytilus spp., Perna spp.], même séparées de leur coquille, non fumées, vivantes, fraîches ou réfrigérées"
030732,"Moules «Mytilus spp., Perna spp.», même non séparées de leur coquille, congelées"
030739,"Moules «Mytilus spp., Perna spp.», même non séparées de leur coquille, fumées, séchées, salées ou en saumure"
030742,"Seiches et sépioles, calmars et encornets, même séparés de leur coquille, vivants, frais ou réfrigérés"
030743,"Seiches et sépioles, calmars et encornets, même séparés de leur coquille, congelés"
030749,"Seiches et sépioles, calmars et encornets, même séparés de leur coquille, fumés, séchés, salés ou en saumure"
030751,"Poulpes ou pieuvres [Octopus spp.], vivants, frais ou réfrigérés"
030752,"Poulpes ou pieuvres «Octopus spp.», congelés"
030759,"Poulpes ou pieuvres«Octopus spp.», fumés, séchés, salés ou en saumure"
030760,"Escargots, même séparés de leur coquille, vivants, frais, réfrigérés, congelés, salés, séchés ou en saumure, même fumés (à l’exclusion des escargots de mer)"
030771,"Clams, coques et arches des familles [Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae et Veneridae], même non séparés de leur coquille, vivants, frais ou réfrigérés"
030772,"Clams, coques et arches des familles «Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae et Veneridae», même non séparés de leur coquille, congelés"
030779,"Clams, coques et arches des familles «Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae et Veneridae», même non séparés de leur coquille, fumés, séchés, salés ou en saumure"
030781,"Ormeaux [Haliotis spp.], même non séparés de leur coquille, vivants, frais ou réfrigérés"
030782,"Strombes «Strombus spp.», même non séparés de leur coquille, vivants, frais ou réfrigérés"
030783,"Ormeaux «Haliotis spp.», même non séparés de leur coquille, congelés"
030784,"Strombes «Strombus spp.», même non séparés de leur coquille, congelés"
030787,"Ormeaux «Haliotis spp.», même non séparés de leur coquille, fumés, séchés, salés ou en saumure"
030788,"Strombes «Strombus spp.», même non séparés de leur coquille, fumés, séchés, salés ou en saumure"
030791,"Mollusques, même non séparés de leur coquille, vivants, frais ou réfrigérés (à l’exclusion des huîtres, des coquilles Saint-Jacques ou peignes, pétoncles ou vanneaux et autres coquillages des genres Pecten, Chlamys ou Placopecten, des moules «Mytilus spp., Perna spp.», des seiches et sépioles, calmars et encornets, des poulpes ou pieuvres «Octopus spp.», des escargots autres que les escargots de mer, des clams, coques et arches, des ormeaux et des strombes)"
030792,"Mollusques, même non séparés de leur coquille, congelés (à l’exclusion des huîtres, des coquilles Saint-Jacques ou peignes, pétoncles ou vanneaux et autres coquillages des genres Pecten, Chlamys ou Placopecten, des moules «Mytilus spp., Perna spp.», des seiches et sépioles, calmars et encornets, des poulpes ou pieuvres «Octopus spp.», des escargots autres que les escargots de mer, des clams, coques et arches, des ormeaux et des strombes)"
030799,"Mollusques, même non séparés de leur coquille, fumés, séchés, salés ou en saumure (à l’exclusion des huîtres, des coquilles Saint-Jacques ou peignes, pétoncles ou vanneaux et autres coquillages des genres Pecten, Chlamys ou Placopecten, des moules «Mytilus spp., Perna spp.», des seiches et sépioles, calmars et encornets, des poulpes ou pieuvres «Octopus spp.», des escargots autres que les escargots de mer, des clams, coques et arches, des ormeaux et des strombes)"
0308,"Invertébrés aquatiques autres que les crustacés et les mollusques, vivants, frais, réfrigérés, séchés, salés ou en saumure, même fumés"
030811,"Bêches-de-mer [Stichopus japonicus, Holothurioidea], vivantes, fraîches ou réfrigérées"
030812,"Bêches-de-mer «Stichopus japonicus, Holothuroidea», congelées"
